Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.12.18_07.08.28,-8.937968,52.111218,108,A,45320,HSPA+,-91,-2,-,-,-,592,11,D,-51.0,-24.0,-8.967869,52.11294,2050.8000000000002
2017.12.18_07.08.28,-8.937968,52.111218,108,A,45320,HSPA+,-91,-2,-,-,-,492,7,D,-51.0,-24.0,-8.967869,52.11294,2050.8000000000002
2017.12.18_07.08.29,-8.941304,52.108897,109,A,45320,HSPA+,-91,-2,-,-,-,492,7,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.29,-8.941304,52.108897,109,A,45320,HSPA+,-91,-2,-,-,-,626,9,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.30,-8.941304,52.108897,109,A,45320,HSPA+,-91,-2,-,-,-,559,7,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.31,-8.941304,52.108897,109,A,45320,HSPA+,-91,-2,-,-,-,782,11,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.32,-8.941304,52.108897,109,A,45320,HSPA+,-91,-2,-,-,-,469,9,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.33,-8.941304,52.108897,109,A,45320,HSPA+,-91,-2,-,-,-,447,7,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.35,-8.941304,52.108897,109,A,45320,HSPA+,-91,-2,-,-,-,570,10,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.36,-8.941304,52.108897,109,A,45320,HSPA+,-89,-2,-,-,-,593,11,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.37,-8.941304,52.108897,109,A,45320,HSPA+,-89,-2,-,-,-,827,13,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.38,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,905,17,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.39,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,1241,23,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.40,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,548,11,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.41,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,838,13,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.42,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,1118,20,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.43,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,1946,34,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.44,-8.941304,52.108897,109,A,45320,HSPA+,-79,-2,-,-,-,2124,37,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.45,-8.941304,52.108897,109,A,45320,HSPA+,-79,-2,-,-,-,961,17,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.46,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,1386,25,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.48,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,1453,27,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.49,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,973,18,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.50,-8.941304,52.108897,109,A,45320,HSPA+,-87,-2,-,-,-,603,11,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.51,-8.941304,52.108897,109,A,45320,HSPA+,-85,-2,-,-,-,1398,25,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.52,-8.941304,52.108897,109,A,45320,HSPA+,-85,-2,-,-,-,1722,29,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.53,-8.941304,52.108897,109,A,45320,HSPA+,-83,-2,-,-,-,1297,23,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.54,-8.941304,52.108897,109,A,45320,HSPA+,-83,-2,-,-,-,1196,21,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.55,-8.941304,52.108897,109,A,45320,HSPA+,-79,-2,-,-,-,1286,22,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.56,-8.941304,52.108897,109,A,45320,HSPA+,-79,-2,-,-,-,1174,21,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.57,-8.941304,52.108897,109,A,45320,HSPA+,-79,-2,-,-,-,369,7,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.58,-8.941304,52.108897,109,A,45320,HSPA+,-79,-2,-,-,-,615,7,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.08.59,-8.941304,52.108897,109,A,45320,HSPA+,-79,-2,-,-,-,503,10,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.09.00,-8.941304,52.108897,109,A,45320,HSPA+,-79,-2,-,-,-,223,4,D,-51.0,-24.0,-8.967869,52.11294,1868.96
2017.12.18_07.09.02,-8.941304,52.108897,109,A,45320,HSPA+,-79,-2,-,-,-,235,4,D,-51.0,-24.0,-8.984932,52.095088,3352.2399999999998
2017.12.18_07.09.03,-8.952436,52.103065,105,A,45320,HSPA+,-79,-2,-,-,-,223,4,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.03,-8.952436,52.103065,105,A,45320,HSPA+,-79,-2,-,-,-,223,4,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.04,-8.952436,52.103065,105,A,45320,HSPA+,-83,-2,-,-,-,167,4,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.05,-8.952436,52.103065,105,A,45320,HSPA+,-83,-2,-,-,-,100,2,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.06,-8.952436,52.103065,105,A,45320,HSPA+,-85,-2,-,-,-,167,3,D,-51.0,-24.0,-8.967869,52.11294,1522.03
2017.12.18_07.09.07,-8.952436,52.103065,105,A,45320,HSPA+,-85,-2,-,-,-,268,7,D,-51.0,-24.0,-8.967869,52.11294,1522.03
2017.12.18_07.09.08,-8.952436,52.103065,105,A,45320,HSPA+,-81,-2,-,-,-,78,3,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.10,-8.952436,52.103065,105,A,45320,HSPA+,-81,-2,-,-,-,301,10,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.11,-8.952436,52.103065,105,A,45320,HSPA+,-77,-2,-,-,-,268,5,D,-51.0,-24.0,-8.967869,52.11294,1522.03
2017.12.18_07.09.12,-8.952436,52.103065,105,A,45320,HSPA+,-77,-2,-,-,-,279,5,D,-51.0,-24.0,-8.967869,52.11294,1522.03
2017.12.18_07.09.13,-8.952436,52.103065,105,A,45320,HSPA+,-79,-2,-,-,-,67,1,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.14,-8.952436,52.103065,105,A,45320,HSPA+,-79,-2,-,-,-,55,0,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.15,-8.952436,52.103065,105,A,45320,HSPA+,-83,-2,-,-,-,134,2,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.16,-8.952436,52.103065,105,A,45320,HSPA+,-83,-2,-,-,-,67,1,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.17,-8.952436,52.103065,105,A,45320,HSPA+,-85,-2,-,-,-,0,0,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.18,-8.952436,52.103065,105,A,45320,HSPA+,-85,-2,-,-,-,0,0,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
2017.12.18_07.09.20,-8.952436,52.103065,105,A,45320,HSPA+,-85,-2,-,-,-,0,0,D,-51.0,-24.0,-8.984932,52.095088,2390.3600000000001
