Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.02.02_12.04.44,-9.217353,52.085426,17,B,3,LTE,-91,-10,16.0,11,-69,40698,752,D,-94.0,-16.0,-9.224267,52.08345,521.01999999999998
2018.02.02_12.04.45,-9.21757,52.085445,20,B,3,LTE,-91,-10,16.0,11,-69,40698,752,D,-94.0,-16.0,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.45,-9.21757,52.085445,20,B,3,LTE,-86,-12,16.0,11,-69,39311,756,D,-90.0,-18.0,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.46,-9.21757,52.085445,20,B,3,LTE,-86,-12,16.0,11,-69,44467,838,D,-90.0,-18.0,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.47,-9.21757,52.085445,20,B,3,LTE,-84,-12,17.0,14,-67,45563,843,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.48,-9.21757,52.085445,20,B,3,LTE,-84,-12,17.0,14,-67,42432,786,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.49,-9.21757,52.085445,20,B,3,LTE,-83,-12,17.0,14,-67,45317,835,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.50,-9.21757,52.085445,20,B,3,LTE,-83,-12,17.0,14,-67,45865,846,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.51,-9.21757,52.085445,20,B,3,LTE,-86,-11,17.0,14,-69,38752,1970,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.53,-9.21757,52.085445,20,B,3,LTE,-86,-11,17.0,15,-71,39233,729,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.54,-9.21757,52.085445,20,B,3,LTE,-84,-12,17.0,12,-67,39870,741,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.55,-9.21757,52.085445,20,B,3,LTE,-84,-12,17.0,12,-70,38774,723,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.56,-9.21757,52.085445,20,B,3,LTE,-84,-11,16.0,12,-67,36896,934,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.57,-9.21757,52.085445,20,B,3,LTE,-84,-11,16.0,11,-69,36594,675,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.58,-9.21757,52.085445,20,B,3,LTE,-88,-12,15.0,11,-71,40486,752,D,-94.0,-18.0,-9.224267,52.08345,508.54000000000002
2018.02.02_12.04.59,-9.21757,52.085445,20,B,3,LTE,-88,-12,15.0,12,-69,41391,765,D,-94.0,-18.0,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.00,-9.21757,52.085445,20,B,3,LTE,-86,-12,16.0,12,-69,43852,988,D,-92.0,-18.0,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.01,-9.21757,52.085445,20,B,3,LTE,-86,-12,16.0,12,-69,44322,826,D,-92.0,-18.0,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.02,-9.21757,52.085445,20,B,3,LTE,-86,-12,16.0,11,-71,40966,760,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.03,-9.21757,52.085445,20,B,3,LTE,-86,-12,16.0,11,-71,35654,663,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.05,-9.21757,52.085445,20,B,3,LTE,-90,-11,16.0,11,-73,33294,620,D,-98.0,-19.0,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.06,-9.21757,52.085445,20,B,3,LTE,-90,-11,16.0,11,-73,32556,603,D,-98.0,-19.0,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.07,-9.21757,52.085445,20,B,3,LTE,-89,-12,16.0,11,-73,36225,673,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.08,-9.21757,52.085445,20,B,3,LTE,-89,-12,16.0,11,-71,36828,683,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.09,-9.21757,52.085445,20,B,3,LTE,-91,-12,16.0,12,-74,37242,683,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.10,-9.21757,52.085445,20,B,3,LTE,-91,-12,16.0,12,-71,37712,700,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.11,-9.21757,52.085445,20,B,3,LTE,-89,-12,17.0,12,-71,34088,633,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.12,-9.21757,52.085445,20,B,3,LTE,-89,-12,17.0,11,-73,36560,680,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.13,-9.21757,52.085445,20,B,3,LTE,-90,-12,17.0,11,-73,35162,653,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.14,-9.21757,52.085445,20,B,3,LTE,-90,-12,17.0,11,-73,36247,669,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.15,-9.21757,52.085445,20,B,3,LTE,-90,-12,17.0,11,-73,36079,663,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.16,-9.21757,52.085445,20,B,3,LTE,-90,-12,17.0,11,-73,37667,700,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.18,-9.21757,52.085445,20,B,3,LTE,-92,-12,17.0,12,-75,38305,713,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.19,-9.21757,52.085445,20,B,3,LTE,-92,-12,17.0,12,-73,36124,662,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.20,-9.21757,52.085445,20,B,3,LTE,-88,-12,18.0,12,-71,36873,688,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.21,-9.21757,52.085445,20,B,3,LTE,-88,-12,18.0,12,-71,36385,674,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.22,-9.21757,52.085445,20,B,3,LTE,-87,-11,19.0,12,-71,36795,1121,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.23,-9.21757,52.085445,20,B,3,LTE,-87,-11,19.0,12,-74,31863,1170,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.24,-9.21757,52.085445,20,B,3,LTE,-92,-12,17.0,12,-74,33171,616,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.25,-9.21757,52.085445,20,B,3,LTE,-92,-12,17.0,12,-74,33932,631,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.26,-9.21757,52.085445,20,B,3,LTE,-91,-12,18.0,13,-71,37992,706,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.27,-9.21757,52.085445,20,B,3,LTE,-91,-12,18.0,11,-74,37231,691,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.28,-9.21757,52.085445,20,B,3,LTE,-91,-12,19.0,11,-77,34961,649,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.29,-9.21757,52.085445,20,B,3,LTE,-91,-12,19.0,11,-77,33361,619,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.30,-9.21757,52.085445,20,B,3,LTE,-94,-12,16.0,11,-74,33921,634,D,-,-,-9.224267,52.08345,508.54000000000002
2018.02.02_12.05.31,-9.21757,52.085445,20,B,3,LTE,-94,-12,16.0,11,-,31784,586,D,-,-,-9.224267,52.08345,508.54000000000002
