Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.02.02_11.36.18,-8.902796,52.128481,48,A,42759,HSPA+,-79,-2,-,-,-,0,0,D,-51.0,-24.0,-,-,-
2018.02.02_11.36.18,-8.902796,52.128481,48,A,42759,HSPA+,-79,-2,-,-,-,0,1,D,-51.0,-24.0,-,-,-
2018.02.02_11.36.18,-8.903421,52.128302,49,A,42759,HSPA+,-79,-2,-,-,-,0,1,D,-51.0,-24.0,-,-,-
2018.02.02_11.36.19,-8.903421,52.128302,49,A,42759,HSPA+,-79,-2,-,-,-,0,1,D,-51.0,-24.0,-,-,-
2018.02.02_11.36.21,-8.903421,52.128302,49,A,42759,HSPA+,-79,-2,-,-,-,0,0,D,-51.0,-24.0,-,-,-
2018.02.02_11.36.22,-8.903421,52.128302,49,A,42759,HSPA+,-79,-2,-,-,-,0,0,D,-51.0,-24.0,-,-,-
2018.02.02_11.36.23,-8.903421,52.128302,49,A,42759,HSPA+,-79,-2,-,-,-,0,0,D,-51.0,-24.0,-,-,-
2018.02.02_11.36.24,-8.903421,52.128302,49,A,0,HSPA+,-79,-2,-,-,-,0,1,D,-51.0,-24.0,-,-,-
2018.02.02_11.36.25,-8.903421,52.128302,49,A,0,HSPA+,-79,-2,-,-,-,0,4,D,-,-,-,-,-
2018.02.02_11.36.26,-8.903421,52.128302,49,A,0,HSPA+,-79,-2,-,-,-,0,0,D,-,-,-,-,-
2018.02.02_11.36.27,-8.903421,52.128302,49,A,0,HSPA+,-79,-2,-,-,-,0,0,D,-,-,-,-,-
2018.02.02_11.36.28,-8.903421,52.128302,49,A,45812,HSPA+,-79,-2,-,-,-,0,0,D,-,-,-,-,-
2018.02.02_11.36.29,-8.903421,52.128302,49,A,45812,HSPA+,-79,-2,-,-,-,0,1,D,-51.0,-,-,-,-
2018.02.02_11.36.31,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.33,-8.903421,52.128302,49,A,45812,EDGE,-51,7,-,-,-,0,5,D,-51.0,-,-,-,-
2018.02.02_11.36.34,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.35,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,1,D,-51.0,-,-,-,-
2018.02.02_11.36.36,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.37,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.38,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,1,D,-51.0,-,-,-,-
2018.02.02_11.36.39,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,5,D,-51.0,-,-,-,-
2018.02.02_11.36.40,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,2,13,D,-51.0,-,-,-,-
2018.02.02_11.36.41,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,4,D,-51.0,-,-,-,-
2018.02.02_11.36.43,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,6,D,-51.0,-,-,-,-
2018.02.02_11.36.44,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.45,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.46,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.47,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,4,D,-51.0,-,-,-,-
2018.02.02_11.36.48,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.49,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.50,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
2018.02.02_11.36.52,-8.903421,52.128302,49,A,45812,EDGE,-51,-,-,-,-,0,0,D,-51.0,-,-,-,-
