Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.02.05_13.35.50,-9.499427,52.060098,0,B,3,LTE,-103,-13,1.0,6,-88,4853,97,D,-,-,-9.496242,52.060206,218.08000000000001
2018.02.05_13.35.50,-9.499427,52.060098,0,B,3,LTE,-105,-14,3.0,6,-88,3858,71,D,-112.0,-20.0,-9.496242,52.060206,218.08000000000001
2018.02.05_13.35.51,-9.499427,52.060098,0,B,3,LTE,-105,-14,3.0,6,-86,5066,94,D,-112.0,-20.0,-9.496242,52.060206,218.08000000000001
2018.02.05_13.35.52,-9.499427,52.060098,0,B,3,LTE,-103,-13,2.0,6,-90,3847,71,D,-,-,-9.496242,52.060206,218.08000000000001
2018.02.05_13.35.53,-9.499427,52.060098,0,B,3,LTE,-103,-13,2.0,6,-90,2874,53,D,-,-,-9.496242,52.060206,218.08000000000001
2018.02.05_13.35.54,-9.499427,52.060098,0,B,3,LTE,-104,-16,-1.0,5,-87,2292,70,D,-109.0,-18.0,-9.496242,52.060206,218.08000000000001
2018.02.05_13.35.55,-9.499427,52.060098,0,B,3,LTE,-104,-16,-1.0,5,-90,5066,130,D,-109.0,-18.0,-9.496242,52.060206,218.08000000000001
2018.02.05_13.35.57,-9.499427,52.060098,0,B,3,LTE,-108,-14,0.0,5,-87,4428,81,D,-,-,-9.496242,52.060206,218.08000000000001
2018.02.05_13.35.58,-9.499427,52.060098,0,B,3,LTE,-108,-14,-1.0,9,-85,9461,175,D,-,-,-9.496242,52.060206,218.08000000000001
2018.02.05_13.35.59,-9.499427,52.060098,0,B,3,LTE,-102,-13,2.0,7,-88,9450,175,D,-106.0,-19.0,-9.496242,52.060206,218.08000000000001
2018.02.05_13.36.00,-9.499427,52.060098,0,B,3,LTE,-102,-13,2.0,7,-88,5614,104,D,-106.0,-19.0,-9.496242,52.060206,218.08000000000001
