Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.02.12_16.14.02,-8.501599,51.892688,0,A,2,LTE,-110,-14,4.0,2,-93,12906,218,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.02,-8.501599,51.892688,0,A,2,LTE,-110,-14,4.0,2,-93,12906,218,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.03,-8.501599,51.892688,0,A,2,LTE,-110,-14,4.0,2,-93,14751,237,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.04,-8.501599,51.892688,0,A,2,LTE,-111,-14,4.0,5,-94,11910,180,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.05,-8.501599,51.892688,0,A,2,LTE,-111,-14,4.0,5,-94,9517,160,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.06,-8.501599,51.892688,0,A,2,LTE,-113,-15,2.0,5,-94,8253,142,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.07,-8.501599,51.892688,0,A,2,LTE,-113,-15,2.0,4,-94,8712,129,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.08,-8.501599,51.892688,0,A,2,LTE,-109,-13,5.0,9,-92,7873,118,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.10,-8.501599,51.892688,0,A,2,LTE,-109,-13,5.0,9,-92,7649,135,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.11,-8.501599,51.892688,0,A,2,LTE,-109,-13,4.0,9,-92,1028,19,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.12,-8.501599,51.892688,0,A,2,LTE,-109,-13,4.0,7,-94,10054,177,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.13,-8.501599,51.892688,0,A,2,LTE,-111,-13,4.0,8,-90,6084,99,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.14,-8.501599,51.892688,0,A,2,LTE,-111,-13,4.0,8,-76,3757,99,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.15,-8.501599,51.892688,0,A,2,LTE,-93,-13,4.0,8,-,4149,75,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.16,-8.501599,51.892688,0,A,2,LTE,-93,-13,4.0,8,-,3936,69,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.17,-8.501599,51.892688,0,A,2,LTE,-94,-13,4.0,8,-,4227,72,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.18,-8.501599,51.892688,0,A,2,LTE,-94,-13,4.0,8,-,8443,139,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.19,-8.501599,51.892688,0,A,2,LTE,-94,-14,4.0,8,-,10814,183,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.21,-8.501599,51.892688,0,A,2,LTE,-94,-14,5.0,8,-,2214,38,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.22,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,7213,120,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.23,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,5737,90,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.24,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,6520,105,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.25,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,6743,107,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.26,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,4015,64,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.27,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,7224,114,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.28,-8.501599,51.892688,0,A,2,LTE,-93,-13,4.0,8,-,7593,130,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.30,-8.501599,51.892688,0,A,2,LTE,-93,-13,4.0,8,-,6833,117,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.31,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,6195,95,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.32,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,6923,112,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.33,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,5379,90,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.34,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,6475,101,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.35,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,6397,100,D,-,-,-8.502261,51.89038,260.63
2018.02.12_16.14.36,-8.501599,51.892688,0,A,2,LTE,-93,-13,5.0,8,-,8052,124,D,-,-,-8.502261,51.89038,260.63
