Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.11.22_10.06.58,-8.500517,51.894671,0,A,2,LTE,-115,-13,5.0,7,-94,0,0,I,-119.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.06.58,-8.500517,51.894671,0,A,2,LTE,-115,-13,8.0,7,-94,1,1,D,-119.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.06.59,-8.500517,51.894671,0,A,2,LTE,-118,-13,5.0,5,-94,8,6,D,-120.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.00,-8.500517,51.894671,0,A,2,LTE,-118,-13,5.0,5,-94,0,0,I,-120.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.01,-8.500517,51.894671,0,A,2,LTE,-119,-14,2.0,5,-94,538,23,D,-120.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.03,-8.500517,51.894671,0,A,2,LTE,-119,-14,2.0,6,-94,5178,194,D,-120.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.04,-8.500517,51.894671,0,A,2,LTE,-116,-13,3.0,6,-94,6990,130,D,-119.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.05,-8.500517,51.894671,0,A,2,LTE,-116,-13,3.0,6,-94,7124,169,D,-119.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.06,-8.500517,51.894671,0,A,2,LTE,-115,-13,3.0,6,-94,5301,98,D,-118.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.07,-8.500517,51.894671,0,A,2,LTE,-115,-13,3.0,7,-94,4865,90,D,-118.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.08,-8.500517,51.894671,0,A,2,LTE,-109,-13,4.0,8,-92,9898,184,D,-117.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.09,-8.500517,51.894671,0,A,2,LTE,-109,-13,4.0,7,-94,9909,184,D,-117.0,-18.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.10,-8.500517,51.894671,0,A,2,LTE,-113,-14,4.0,7,-94,5614,104,D,-126.0,-19.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.12,-8.500517,51.894671,0,A,2,LTE,-113,-14,4.0,7,-94,14192,271,D,-126.0,-19.0,-8.491719,51.893905,609.70000000000005
2017.11.22_10.07.13,-8.500517,51.894671,0,A,2,LTE,-110,-13,6.0,9,-93,7851,146,D,-125.0,-19.0,-8.491719,51.893905,609.70000000000005
