Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2017.12.11_10.01.03,-8.501683,51.894212,0,A,6,LTE,-111,-19,-8,6,-93,2740,51,D,-122,-17,-8.499975,51.888465,649.7
2017.12.11_10.01.04,-8.501683,51.894212,0,A,6,LTE,-110,-18,-6,6,-93,1263,35,D,-115,-15,-8.499975,51.888465,649.7
2017.12.11_10.01.06,-8.501683,51.894212,0,A,6,LTE,-110,-18,-6,6,-93,2605,70,D,-115,-15,-8.499975,51.888465,649.7
2017.12.11_10.01.07,-8.501683,51.894212,0,A,6,LTE,-111,-18,-5,6,-93,3165,59,D,-116,-16,-8.499975,51.888465,649.7
2017.12.11_10.01.08,-8.501683,51.894212,0,A,6,LTE,-111,-18,-5,6,-93,3366,62,D,-116,-16,-8.499975,51.888465,649.7
2017.12.11_10.01.09,-8.501683,51.894212,0,A,6,LTE,-111,-18,-5,6,-93,1878,35,D,-115,-19,-8.499975,51.888465,649.7
2017.12.11_10.01.10,-8.501683,51.894212,0,A,6,LTE,-111,-18,-6,6,-94,2225,43,D,-115,-19,-8.499975,51.888465,649.7
2017.12.11_10.01.11,-8.501683,51.894212,0,A,6,LTE,-113,-19,-6,6,-94,950,37,D,-116,-16,-8.499975,51.888465,649.7
2017.12.11_10.01.12,-8.501683,51.894212,0,A,6,LTE,-113,-19,-6,6,-94,1644,43,D,-116,-16,-8.499975,51.888465,649.7
2017.12.11_10.01.13,-8.501683,51.894212,0,A,6,LTE,-112,-19,-6,7,-94,3321,61,D,-116,-14,-8.499975,51.888465,649.7
2017.12.11_10.01.14,-8.501683,51.894212,0,A,6,LTE,-112,-19,-6,7,-94,2382,44,D,-116,-14,-8.499975,51.888465,649.7
2017.12.11_10.01.15,-8.501683,51.894212,0,A,6,LTE,-111,-18,-6,7,-94,3399,63,D,-115,-13,-8.499975,51.888465,649.7
2017.12.11_10.01.17,-8.501683,51.894212,0,A,6,LTE,-111,-18,-6,7,-94,3097,57,D,-115,-13,-8.499975,51.888465,649.7
