Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.01.17_11.58.42,-8.594021,51.888425,0,B,3,LTE,-88,-11,18,11,-75,16529,254,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.43,-8.594021,51.888425,0,B,3,LTE,-88,-11,18,15,-73,36057,539,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.44,-8.594021,51.888425,0,B,3,LTE,-90,-10,18,10,-78,18386,372,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.45,-8.594021,51.888425,0,B,3,LTE,-90,-10,18,12,-75,23128,293,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.47,-8.594021,51.888425,0,B,3,LTE,-92,-12,17,13,-77,33552,374,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.48,-8.594021,51.888425,0,B,3,LTE,-92,-12,17,14,-72,46793,537,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.49,-8.594021,51.888425,0,B,3,LTE,-87,-11,19,12,-70,33775,406,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.50,-8.594021,51.888425,0,B,3,LTE,-87,-11,19,11,-73,15780,229,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.51,-8.594021,51.888425,0,B,3,LTE,-90,-12,16,15,-71,35274,460,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.52,-8.594021,51.888425,0,B,3,LTE,-90,-12,16,15,-71,43807,577,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.53,-8.594021,51.888425,0,B,3,LTE,-87,-11,18,15,-71,49970,718,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.54,-8.594021,51.888425,0,B,3,LTE,-87,-11,18,15,-71,53202,693,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.55,-8.594021,51.888425,0,B,3,LTE,-87,-12,20,15,-71,30350,449,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.56,-8.594021,51.888425,0,B,3,LTE,-87,-12,20,15,-71,29000,393,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.58,-8.594021,51.888425,0,B,3,LTE,-87,-12,20,15,-71,44143,599,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.58.59,-8.594021,51.888425,0,B,3,LTE,-87,-12,20,15,-71,40318,611,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.00,-8.594021,51.888425,0,B,3,LTE,-88,-12,20,15,-71,26830,397,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.01,-8.594021,51.888425,0,B,3,LTE,-88,-12,20,15,-71,26304,406,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.02,-8.594021,51.888425,0,B,3,LTE,-87,-12,16,15,-71,27445,348,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.03,-8.594021,51.888425,0,B,3,LTE,-87,-12,16,15,-73,26897,386,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.04,-8.594021,51.888425,0,B,3,LTE,-90,-11,19,15,-73,19281,298,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.05,-8.594021,51.888425,0,B,3,LTE,-90,-11,19,15,-73,17950,263,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.06,-8.594021,51.888425,0,B,3,LTE,-91,-11,21,15,-73,17424,240,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.07,-8.594021,51.888425,0,B,3,LTE,-91,-11,21,15,-73,12995,217,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.09,-8.594021,51.888425,0,B,3,LTE,-91,-11,19,15,-73,12514,208,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.10,-8.594021,51.888425,0,B,3,LTE,-91,-11,19,15,-73,6039,103,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.11,-8.594021,51.888425,0,B,3,LTE,-89,-11,18,11,-67,10759,160,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.12,-8.594021,51.888425,0,B,3,LTE,-89,-11,18,13,-72,19617,280,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.13,-8.594021,51.888425,0,B,3,LTE,-89,-11,17,11,-67,24604,332,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.14,-8.594021,51.888425,0,B,3,LTE,-89,-11,17,12,-70,20679,298,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.15,-8.594021,51.888425,0,B,3,LTE,-87,-10,18,12,-68,13912,215,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.16,-8.594021,51.888425,0,B,3,LTE,-87,-10,18,15,-71,19728,294,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.17,-8.594021,51.888425,0,B,3,LTE,-88,-11,18,15,-71,20947,276,D,-,-,-8.702224,52.282799,44471.23
2018.01.17_11.59.19,-8.594021,51.888425,0,B,3,LTE,-88,-11,18,13,-67,31482,379,D,-,-,-8.702224,52.282799,44471.23
