Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.01.27_11.12.22,-8.471527,51.900088,0,B,2,LTE,-89,-11,6.0,7,-73,40474,612,D,-,-,-8.474566,51.902221,315.80000000000001
2018.01.27_11.12.22,-8.471504,51.900406,0,B,2,LTE,-89,-11,6.0,7,-73,40474,612,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.22,-8.471504,51.900406,0,B,2,LTE,-89,-11,6.0,7,-73,40474,612,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.23,-8.471504,51.900406,0,B,2,LTE,-93,-12,6.0,9,-74,29939,473,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.24,-8.471504,51.900406,0,B,2,LTE,-93,-12,6.0,9,-74,26964,486,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.26,-8.471504,51.900406,0,B,2,LTE,-92,-11,3.0,9,-74,26729,414,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.27,-8.471504,51.900406,0,B,2,LTE,-92,-11,3.0,9,-74,20477,394,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.28,-8.471504,51.900406,0,B,2,LTE,-89,-12,1.0,9,-72,29503,445,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.29,-8.471504,51.900406,0,B,2,LTE,-89,-12,1.0,9,-74,28977,488,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.30,-8.471504,51.900406,0,B,2,LTE,-90,-12,4.0,9,-74,32254,525,D,-105.0,-11.0,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.31,-8.471504,51.900406,0,B,2,LTE,-90,-12,4.0,9,-74,25734,382,D,-105.0,-11.0,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.32,-8.471504,51.900406,0,B,2,LTE,-94,-14,3.0,7,-77,14248,256,D,-99.0,-19.0,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.33,-8.471504,51.900406,0,B,2,LTE,-94,-14,3.0,9,-71,24045,421,D,-99.0,-19.0,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.34,-8.471504,51.900406,0,B,2,LTE,-86,-12,6.0,8,-69,33507,599,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.35,-8.471504,51.900406,0,B,2,LTE,-86,-12,6.0,10,-70,28407,415,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.36,-8.471504,51.900406,0,B,2,LTE,-87,-10,7.0,10,-70,31930,560,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.38,-8.471504,51.900406,0,B,2,LTE,-87,-10,7.0,10,-70,23743,426,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.39,-8.471504,51.900406,0,B,2,LTE,-92,-13,3.0,8,-75,17379,287,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.40,-8.471504,51.900406,0,B,2,LTE,-92,-13,3.0,7,-71,24202,368,D,-,-,-8.474566,51.902221,291.31999999999999
2018.01.27_11.12.41,-8.471504,51.900406,0,B,2,LTE,-90,-12,5.0,8,-73,20773,406,D,-,-,-8.474566,51.902221,291.31999999999999
