Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.01.25_19.50.40,-8.469904,51.897134,7,A,0,LTE,-79,-13,10.0,9,-62,49668,879,D,-,-,-8.467273,51.897173,180.58000000000001
2018.01.25_19.50.40,-8.469904,51.897134,7,A,0,LTE,-79,-13,10.0,9,-62,37186,657,D,-,-,-8.467273,51.897173,180.58000000000001
2018.01.25_19.50.40,-8.466789,51.897556,23,A,0,LTE,-79,-13,10.0,9,-62,37186,657,D,-,-,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.41,-8.466789,51.897556,23,A,0,LTE,-79,-13,9.0,8,-66,11933,222,D,-,-,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.42,-8.466789,51.897556,23,A,0,LTE,-79,-13,9.0,8,-66,19068,353,D,-,-,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.43,-8.466789,51.897556,23,A,0,LTE,-82,-12,5.0,8,-66,13823,257,D,-,-,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.44,-8.466789,51.897556,23,A,0,LTE,-82,-12,5.0,8,-66,17044,319,D,-,-,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.46,-8.466789,51.897556,23,A,0,LTE,-85,-16,-2.0,5,-68,917,26,D,-80.0,-17.0,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.47,-8.466789,51.897556,23,A,0,LTE,-85,-16,-2.0,8,-61,8824,288,D,-80.0,-17.0,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.48,-8.466789,51.897556,23,A,0,LTE,-91,-14,1.0,6,-74,9418,173,D,-,-,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.49,-8.466789,51.897556,23,A,0,LTE,-91,-14,1.0,6,-72,2617,85,D,-,-,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.50,-8.466789,51.897556,23,A,0,LTE,-86,-14,-1.0,5,-69,7392,236,D,-87.0,-15.0,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.51,-8.466789,51.897556,23,A,0,LTE,-86,-14,-1.0,6,-72,10993,199,D,-87.0,-15.0,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.52,-8.466789,51.897556,23,A,0,LTE,-93,-17,-4.0,6,-72,5670,105,D,-91.0,-15.0,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.54,-8.466789,51.897556,23,A,0,LTE,-93,-17,-4.0,6,-72,3109,59,D,-91.0,-15.0,-8.467273,51.897173,54.009999999999998
2018.01.25_19.50.55,-8.466789,51.897556,23,A,1,LTE,-83,-14,-8.0,2,-67,2952,141,D,-91.0,-15.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.50.56,-8.466789,51.897556,23,A,1,LTE,-83,-14,-8.0,8,-64,2572,112,D,-86.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.50.57,-8.466789,51.897556,23,A,1,LTE,-82,-14,-2.0,6,-70,984,46,D,-87.0,-15.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.50.58,-8.466789,51.897556,23,A,1,LTE,-82,-14,-2.0,6,-72,1582,83,D,-87.0,-15.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.00,-8.466789,51.897556,23,A,1,LTE,-91,-16,-4.0,4,-74,628,32,D,-90.0,-16.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.01,-8.466789,51.897556,23,A,1,LTE,-91,-16,-4.0,5,-77,3300,110,D,-90.0,-16.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.02,-8.466789,51.897556,23,A,1,LTE,-89,-15,-3.0,5,-72,2875,109,D,-90.0,-16.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.03,-8.466789,51.897556,23,A,1,LTE,-89,-15,1.0,7,-72,5588,111,D,-90.0,-16.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.04,-8.466789,51.897556,23,A,1,LTE,-89,-14,1.0,7,-72,3086,57,D,-89.0,-16.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.05,-8.466789,51.897556,23,A,1,LTE,-89,-14,1.0,6,-70,1330,58,D,-89.0,-16.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.06,-8.466789,51.897556,23,A,1,LTE,-87,-14,0.0,6,-70,3075,104,D,-91.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.07,-8.466789,51.897556,23,A,1,LTE,-87,-14,0.0,6,-70,3769,70,D,-91.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.08,-8.466789,51.897556,23,A,1,LTE,-86,-13,-1.0,6,-70,1532,29,D,-91.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.10,-8.466789,51.897556,23,A,1,LTE,-86,-13,-1.0,6,-70,2226,87,D,-91.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.11,-8.466789,51.897556,23,A,1,LTE,-92,-15,-2.0,4,-75,2751,51,D,-92.0,-15.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.12,-8.466789,51.897556,23,A,1,LTE,-92,-15,-2.0,4,-75,5278,98,D,-92.0,-15.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.13,-8.466789,51.897556,23,A,1,LTE,-84,-14,-1.0,6,-67,4171,77,D,-88.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.14,-8.466789,51.897556,23,A,1,LTE,-84,-14,-1.0,6,-67,5278,98,D,-88.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.15,-8.466789,51.897556,23,A,1,LTE,-85,-15,-1.0,8,-65,4865,89,D,-89.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.16,-8.466789,51.897556,23,A,1,LTE,-85,-15,-1.0,7,-67,1856,34,D,-89.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.17,-8.466789,51.897556,23,A,1,LTE,-84,-14,0.0,4,-77,1554,41,D,-88.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.19,-8.466789,51.897556,23,A,1,LTE,-84,-14,0.0,4,-77,4328,103,D,-88.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.20,-8.466789,51.897556,23,A,1,LTE,-94,-14,-4.0,4,-77,279,5,D,-93.0,-16.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.21,-8.466789,51.897556,23,A,1,LTE,-94,-14,-4.0,5,-73,984,44,D,-93.0,-16.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.22,-8.466789,51.897556,23,A,1,LTE,-86,-13,-1.0,5,-69,1330,25,D,-93.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.23,-8.466789,51.897556,23,A,1,LTE,-86,-13,-1.0,7,-73,3176,88,D,-93.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.24,-8.466789,51.897556,23,A,1,LTE,-89,-13,1.0,7,-73,1453,52,D,-93.0,-19.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.25,-8.466789,51.897556,23,A,1,LTE,-89,-13,1.0,7,-73,1543,28,D,-93.0,-19.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.26,-8.466789,51.897556,23,A,1,LTE,-89,-14,2.0,7,-73,1699,49,D,-94.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.27,-8.466789,51.897556,23,A,1,LTE,-89,-14,2.0,7,-73,2963,55,D,-94.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.28,-8.466789,51.897556,23,A,1,LTE,-90,-13,1.0,6,-71,1207,22,D,-94.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.30,-8.466789,51.897556,23,A,1,LTE,-90,-13,1.0,8,-73,1990,37,D,-94.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.31,-8.466789,51.897556,23,A,1,LTE,-90,-13,0.0,8,-73,1207,23,D,-96.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.32,-8.466789,51.897556,23,A,1,LTE,-90,-13,0.0,6,-70,603,26,D,-96.0,-18.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.33,-8.466789,51.897556,23,A,1,LTE,-87,-14,0.0,6,-73,469,16,D,-94.0,-17.0,-8.471096,51.895188,395.81999999999999
2018.01.25_19.51.34,-8.466789,51.897556,23,A,1,LTE,-87,-14,0.0,6,-73,883,24,D,-94.0,-17.0,-8.471096,51.895188,395.81999999999999
